"","Date","DateTS","Confirmed_Count","Confirmed_New","Recovered_Count","Recovered_New","Deaths_Count","Deaths_New","Active_Count"
"822","2022-06-12",1655006400,524291,75,517421,53,5724,1,1146
"823","2022-06-13",1655092800,524321,30,517479,58,5724,0,1118
"824","2022-06-14",1655179200,524370,49,517508,29,5724,0,1138
"825","2022-06-15",1655265600,524488,118,517544,36,5724,0,1220
"826","2022-06-16",1655352000,524588,100,517608,64,5724,0,1256
"827","2022-06-17",1655438400,524718,130,517644,36,5724,0,1350
"828","2022-06-18",1655524800,524823,105,517676,32,5724,0,1423
"829","2022-06-19",1655611200,524911,88,517742,66,5724,0,1445
"830","2022-06-20",1655697600,524978,67,517795,53,5724,0,1459
"831","2022-06-21",1655784000,525105,127,517860,65,5725,1,1520
"832","2022-06-22",1655870400,525176,71,517922,62,5725,0,1529
"833","2022-06-23",1655956800,525340,164,517998,76,5725,0,1617
"834","2022-06-24",1656043200,525539,199,518029,31,5726,1,1784
"835","2022-06-25",1656129600,525716,177,518077,48,5728,2,1911
"836","2022-06-26",1656216000,525782,66,518191,114,5729,1,1862
"837","2022-06-27",1656302400,525827,45,518287,96,5730,1,1810
"838","2022-06-28",1656388800,525929,102,518410,123,5730,0,1789
"839","2022-06-29",1656475200,526022,93,518513,103,5732,2,1777
"840","2022-06-30",1656561600,526214,192,518601,88,5733,1,1880
"841","2022-07-01",1656648000,526454,240,518663,62,5734,1,2057
"842","2022-07-02",1656734400,526688,234,518780,117,5735,1,2173
"843","2022-07-03",1656820800,526992,304,518854,74,5735,0,2403
"844","2022-07-04",1656907200,527074,82,519013,159,5735,0,2326
"845","2022-07-05",1656993600,527241,167,519206,193,5737,2,2298
"846","2022-07-06",1657080000,527347,106,519376,170,5738,1,2233
"847","2022-07-07",1657166400,527593,246,519447,71,5739,1,2407
"848","2022-07-08",1657252800,527789,196,519497,50,5739,0,2553
"849","2022-07-09",1657339200,527964,175,519604,107,5740,1,2620
"850","2022-07-10",1657425600,528292,328,519696,92,5741,1,2855
"851","2022-07-11",1657512000,528429,137,519882,186,5741,0,2806
"852","2022-07-12",1657598400,528566,137,520124,242,5741,0,2701
"853","2022-07-13",1657684800,528785,219,520353,229,5742,1,2690
"854","2022-07-14",1657771200,528994,209,520663,310,5743,1,2588
"855","2022-07-15",1657857600,529384,390,520749,86,5745,2,2890
"856","2022-07-16",1657944000,529730,346,520927,178,5747,2,3056
"857","2022-07-17",1658030400,530402,672,521043,116,5748,1,3611
"858","2022-07-18",1658116800,530649,247,521308,265,5748,0,3593
"859","2022-07-19",1658203200,530975,326,521528,220,5750,2,3697
"860","2022-07-20",1658289600,531094,119,521726,198,5753,3,3615
"861","2022-07-21",1658376000,531657,563,522054,328,5753,0,3850
"862","2022-07-22",1658462400,531963,306,522191,137,5755,2,4017
"863","2022-07-23",1658548800,532476,513,522328,137,5756,1,4392
"864","2022-07-24",1658635200,532902,426,522547,219,5757,1,4598
"865","2022-07-25",1658721600,533195,293,522756,209,5757,0,4682
"866","2022-07-26",1658808000,533379,184,523146,390,5757,0,4476
"867","2022-07-27",1658894400,534014,635,523492,346,5757,0,4765
"868","2022-07-28",1658980800,534451,437,524164,672,5759,2,4528
"869","2022-07-29",1659067200,534906,455,524411,247,5761,2,4734
"870","2022-07-30",1659153600,535277,371,524737,326,5762,1,4778
"871","2022-07-31",1659240000,535836,559,524856,119,5763,1,5217
"872","2022-08-01",1659326400,536086,250,525419,563,5763,0,4904
